id,move_prefix,prefix_ply_count,side_to_move,white_win_rate,draw_rate,black_win_rate,cohort_game_count
226,e4 e5 Nf3 d6 d4 exd4 Nxd4 Bd7 Bc4 Nc6,10,white,0.42105263157894735,0.0,0.5789473684210527,19
227,e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 Bc4 O-O,10,white,0.46153846153846156,0.07692307692307693,0.46153846153846156,13
230,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Nf3 Bg4,10,white,0.4838709677419355,0.03225806451612903,0.4838709677419355,62
231,e4 e5 Nf3 Nc6 Bb5 d6 d4 exd4 Nxd4 Bd7 Nxc6 Bxc6,12,white,0.5769230769230769,0.0,0.4230769230769231,26
232,e4 d5 exd5 Nf6 c4 c6 dxc6 Nxc6 Nf3 e5,10,white,0.2,0.0,0.8,25
234,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 e6,10,white,0.4444444444444444,0.0,0.5555555555555556,18
235,e4 e6 Nf3 d5 e5 c5 d4 Nc6 Bb5 Qb6 Bxc6+ bxc6,12,white,0.4166666666666667,0.08333333333333333,0.5,24
237,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 Nc3 d6,10,white,0.3888888888888889,0.05555555555555555,0.5555555555555556,18
238,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bc5 d3 d6,10,white,0.6666666666666666,0.0,0.3333333333333333,12
239,d4 e6 a3 b6 Nc3 Bb7 Bf4 Nf6 Nb5 d6,10,white,0.7857142857142857,0.0,0.21428571428571427,14
240,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Bg4,10,white,0.56,0.0,0.44,25
241,e4 e5 Nf3 Nc6 Bb5 Qf6 O-O a6 Ba4 b5,10,white,0.5652173913043478,0.0,0.43478260869565216,23
242,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 d3 Nd4 Qd1 d5,12,white,0.3076923076923077,0.07692307692307693,0.6153846153846154,13
243,e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 d3 Bc5,10,white,0.5416666666666666,0.08333333333333333,0.375,24
244,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 b5,10,white,0.4266666666666667,0.02666666666666667,0.5466666666666666,75
245,e4 c5 Nf3 d6 Bc4 e6 d4 cxd4 Qxd4 Nc6,10,white,0.0,0.16666666666666666,0.8333333333333334,12
246,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d4 exd4 Qxd4 Qxd4 Nxd4 Bc5,14,white,0.5714285714285714,0.14285714285714285,0.2857142857142857,14
248,e4 e5 Nf3 d6 d4 Bg4 dxe5 dxe5 Qxd8+ Kxd8,10,white,0.7169811320754716,0.05660377358490566,0.22641509433962265,53
249,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 O-O,10,white,0.6,0.08888888888888889,0.3111111111111111,45
250,e4 d5 exd5 Qxd5 Nc3 Qe6+ Qe2 Nc6 Nf3 Nb4,10,white,0.5,0.0,0.5,22
251,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6,10,white,0.4198473282442748,0.04580152671755725,0.5343511450381679,131
253,e4 e5 Nf3 Nc6 d4 exd4 Bc4 h6 c3 dxc3,10,white,0.8,0.0,0.2,30
254,e4 e6 Nf3 d5 exd5 exd5 d4 Bg4 Be2 Nf6,10,white,0.3684210526315789,0.05263157894736842,0.5789473684210527,19
255,e4 c5 Nf3 Nc6 Bc4 e6 d3 d5 exd5 exd5,10,white,0.6923076923076923,0.0,0.3076923076923077,13
256,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6,10,white,0.2876712328767123,0.0136986301369863,0.6986301369863014,73
257,e4 d5 exd5 Qxd5 Nc3 Qa5 d3 e5 Bd2 Bb4,10,white,0.8461538461538461,0.0,0.15384615384615385,13
259,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 c3 O-O,10,white,0.38461538461538464,0.0,0.6153846153846154,13
261,e4 e6 Nf3 d5 exd5 exd5 d4 Bg4 Be2 Nc6,10,white,0.16666666666666666,0.08333333333333333,0.75,12
262,e4 e6 Nf3 d5 Nc3 Nf6 e5 Nfd7 d4 c5,10,white,0.2222222222222222,0.05555555555555555,0.7222222222222222,18
263,e4 e5 Nf3 d6 d4 exd4 Nxd4 Be7 Bc4 Nf6,10,white,0.5,0.09090909090909091,0.4090909090909091,22
265,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Bd3 Bd7,10,white,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
266,e4 e5 Nf3 d6 d4 exd4 Nxd4 c5 Nf3 Be7,10,white,0.3333333333333333,0.0,0.6666666666666666,15
267,e4 e5 Bc4 b5 Bxb5 c6 Bc4 d5 exd5 cxd5,10,white,0.3888888888888889,0.05555555555555555,0.5555555555555556,18
268,d4 e5 c4 exd4 Qxd4 Nc6 Qd1 Nf6 Nc3 Bb4,10,white,0.3076923076923077,0.07692307692307693,0.6153846153846154,13
269,e4 e5 Nf3 Nf6 Nxe5 Qe7 d4 Nxe4 Qe2 d5,10,white,0.6923076923076923,0.0,0.3076923076923077,13
270,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Bg5 Ne4,10,white,0.9166666666666666,0.0,0.08333333333333333,12
271,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 Nf3 O-O,10,white,0.625,0.020833333333333332,0.3541666666666667,48
273,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 b5 Bb3 Be7 c3 O-O,14,white,0.6666666666666666,0.0,0.3333333333333333,12
275,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 c5 Nf3 h6,10,white,0.6428571428571429,0.0,0.35714285714285715,14
276,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 Re1 O-O,10,white,0.6842105263157895,0.0,0.3157894736842105,19
277,e4 e5 f4 exf4 Nf3 Be7 Bc4 Bh4+ Ke2 d6,10,white,0.38461538461538464,0.15384615384615385,0.46153846153846156,13
278,e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Be7,10,white,0.5833333333333334,0.0,0.4166666666666667,12
279,e4 b6 d4 Bb7 Nc3 e6 f4 Bb4 Bd3 Nf6,10,white,0.4166666666666667,0.0,0.5833333333333334,12
280,e4 d5 exd5 Qxd5 Nc3 Qa5 d3 Nf6 Bd2 c6,10,white,0.5172413793103449,0.034482758620689655,0.4482758620689655,29
281,e4 e6 Nf3 d5 e5 c5 Bb5+ Bd7 Bxd7+ Nxd7,10,white,0.3333333333333333,0.0,0.6666666666666666,12
282,g3 e6 Bg2 d5 d3 Nf6 Bg5 Be7 Bxf6 Bxf6,10,white,0.4444444444444444,0.0,0.5555555555555556,18
283,e4 e5 Nf3 d6 d4 exd4 Nxd4 c5 Nf3 Nc6,10,white,0.525,0.025,0.45,40
284,d4 d5 Nc3 Nf6 Bf4 e6 Nb5 Bd6 Qd2 Bxf4,10,white,0.85,0.1,0.05,20
286,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O d6 c3 a6,10,white,0.4375,0.0,0.5625,16
287,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6,10,white,0.4584615384615385,0.06769230769230769,0.47384615384615386,325
288,e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 dxe5,10,white,0.3333333333333333,0.07407407407407407,0.5925925925925926,27
289,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 Nxe5 Qd4 Nf3 Qxe4+,12,white,0.26373626373626374,0.07692307692307693,0.6593406593406593,91
290,g3 c5 Bg2 e6 d3 d5 Bf4 Nf6 Bxb8 Rxb8,10,white,0.2608695652173913,0.0,0.7391304347826086,23
291,e4 b6 Nf3 Bb7 Nc3 e6 d4 Bb4 Bd3 Nf6 Qe2 c5,12,white,0.45,0.0,0.55,20
292,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d3 f6,10,white,0.2,0.1,0.7,20
293,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O O-O,10,white,0.5151515151515151,0.12121212121212122,0.36363636363636365,33
295,e4 c5 Nf3 g6 c3 Bg7 d4 cxd4 cxd4 d5,10,white,0.8,0.0,0.2,20
296,e4 c5 Nf3 Nc6 Nc3 e6 d4 cxd4 Nxd4 Nf6 Nxc6 bxc6,12,white,0.4166666666666667,0.08333333333333333,0.5,12
297,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 a6 Nd6+ Bxd6,12,white,0.5970149253731343,0.05970149253731343,0.34328358208955223,67
298,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 Nf6 Nd6+ Bxd6 Qxd6 Nxe4,14,white,0.13333333333333333,0.0,0.8666666666666667,15
299,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Qf6 Be3 Bc5,10,white,0.26666666666666666,0.13333333333333333,0.6,30
300,e4 Nf6 e5 Nd5 c4 Nb6 c5 Nd5 Bc4 e6 Bxd5 exd5,12,white,0.4,0.06666666666666667,0.5333333333333333,15
301,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 d3 Bg4,10,white,0.35714285714285715,0.0,0.6428571428571429,28
302,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 Nc3 O-O,10,white,0.8181818181818182,0.045454545454545456,0.13636363636363635,22
303,e4 e5 Nf3 Nf6 Nxe5 Qe7 Nf3 Nxe4 Qe2 d5,10,white,0.5161290322580645,0.06451612903225806,0.41935483870967744,31
304,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 c3 Nf6,10,white,0.5294117647058824,0.0,0.47058823529411764,17
305,e4 e5 Nf3 Nc6 Bc4 h6 c3 Nf6 d3 Bc5,10,white,0.6666666666666666,0.08333333333333333,0.25,12
306,e4 e5 Nf3 Nc6 Bc4 d6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6,12,white,0.23529411764705882,0.0,0.7647058823529411,17
307,e4 e5 Nf3 d6 Nc3 Bg4 Be2 Bxf3 Bxf3 Nf6,10,white,0.6190476190476191,0.0,0.38095238095238093,21
308,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 dxc6,10,white,0.6153846153846154,0.07692307692307693,0.3076923076923077,13
309,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 h3 Bd6 Bd3 O-O,12,white,0.47619047619047616,0.047619047619047616,0.47619047619047616,21
311,e4 e6 d4 d5 Nc3 Nf6 Bg5 Bb4 e5 h6 Bd2 Nfd7,12,white,0.7368421052631579,0.0,0.2631578947368421,19
312,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nf6 Nc3 e6 Bg5 Be7,12,white,0.6666666666666666,0.08333333333333333,0.25,12
313,e4 d5 exd5 Qxd5 Nc3 Qe5+ Qe2 Qxe2+ Bxe2 Nc6,10,white,0.5333333333333333,0.03333333333333333,0.43333333333333335,30
314,e4 e5 Nf3 d6 Bc4 h6 Nc3 Nf6 d3 Be7,10,white,0.4117647058823529,0.0,0.5882352941176471,17
315,e4 c5 Nf3 Nc6 Bb5 g6 Bxc6 bxc6 O-O Bg7,10,white,0.42857142857142855,0.0,0.5714285714285714,14
317,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Nf6,10,white,0.5,0.0,0.5,12
318,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 h6 d4 exd4 cxd4 Bb4+,12,white,0.45454545454545453,0.0,0.5454545454545454,22
319,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bg4,10,white,0.5909090909090909,0.0,0.4090909090909091,44
320,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 h3 Nf6,10,white,0.4482758620689655,0.10344827586206896,0.4482758620689655,29
321,d4 d5 c4 dxc4 Nc3 Nf6 Nf3 e6 Bg5 Be7,10,white,0.7142857142857143,0.07142857142857142,0.21428571428571427,14
322,e4 e5 Bc4 Nf6 Nf3 Nc6 Ng5 d5 exd5 Na5 Bb5+ c6,12,white,0.42857142857142855,0.0,0.5714285714285714,14
323,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Nf3 e6 Bg5 Be7,12,white,0.5333333333333333,0.06666666666666667,0.4,15
324,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Qf6 e5 Qc6,12,white,0.6666666666666666,0.0,0.3333333333333333,12
325,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 Nc3 Nf6,10,white,0.32142857142857145,0.0,0.6785714285714286,28
326,d4 d5 Nc3 e6 a3 c5 e3 Nc6 dxc5 Bxc5,10,white,0.5833333333333334,0.16666666666666666,0.25,12
327,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 Nf6 Nc3 d6,10,white,0.46153846153846156,0.15384615384615385,0.38461538461538464,13
328,e4 e5 Nf3 f6 Nxe5 fxe5 Qh5+ Ke7 Qxe5+ Kf7,10,white,0.6111111111111112,0.0,0.3888888888888889,18
330,e4 c5 Bc4 e6 d3 d5 exd5 exd5 Bb3 Nf6,10,white,0.25,0.0,0.75,20
331,d4 d5 c4 Nc6 cxd5 Qxd5 Nf3 e5 Nc3 Bb4,10,white,0.6666666666666666,0.06666666666666667,0.26666666666666666,15
333,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 d6,10,white,0.5675675675675675,0.0,0.43243243243243246,37
334,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Qg6 Bf3 Nc6,10,white,0.6875,0.0625,0.25,16
335,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 Nxe5 Qd4 Nf3 Qxe4+ Qe2 Qxe2+ Kxe2 Bg4,16,white,0.3,0.06666666666666667,0.6333333333333333,60
336,e4 e6 d4 d5 Nc3 Nf6 Bg5 Bb4 e5 h6,10,white,0.6774193548387096,0.03225806451612903,0.2903225806451613,31
338,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6 Nc3 b6,12,white,0.7058823529411765,0.058823529411764705,0.23529411764705882,17
339,e4 c5 Nf3 g6 c3 Bg7 d4 cxd4 cxd4 d6 Nc3 Nf6,12,white,0.6923076923076923,0.07692307692307693,0.23076923076923078,13
340,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 e5 Nf3 Nf6,10,white,0.38461538461538464,0.07692307692307693,0.5384615384615384,13
342,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 a6 Nd6+ Bxd6 Qxd6 Qe7,14,white,0.4411764705882353,0.058823529411764705,0.5,34
344,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Nxd7 d4 cxd4,10,white,0.21052631578947367,0.05263157894736842,0.7368421052631579,19
345,e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 dxe5 fxe5 Nc6,12,white,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
346,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 d3 d6,10,white,0.75,0.0,0.25,16
348,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 Bc5,10,white,0.42857142857142855,0.0,0.5714285714285714,14
349,e4 d5 e5 c5 c3 a6 d4 cxd4 cxd4 Nc6,10,white,0.4166666666666667,0.0,0.5833333333333334,12
350,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 Bg5 O-O,10,white,0.6666666666666666,0.0,0.3333333333333333,12
353,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7,12,white,0.7054263565891473,0.023255813953488372,0.2713178294573643,129
355,d4 e6 Nf3 d5 g3 Nf6 Bg2 c5 O-O cxd4 Nxd4 Nc6 Nxc6 bxc6,14,white,0.7647058823529411,0.0,0.23529411764705882,17
356,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Bg5 Be7,10,white,0.5128205128205128,0.05128205128205128,0.4358974358974359,39
357,e4 c5 Nf3 e6 d4 d5 exd5 exd5 Bb5+ Nc6,10,white,0.45,0.0,0.55,20
358,d4 d5 c4 dxc4 e3 b5 a4 Ba6 axb5 Bxb5,10,white,0.75,0.0,0.25,12
360,e4 c5 c3 Nc6 d4 cxd4 cxd4 d5 e5 e6,10,white,0.41379310344827586,0.06896551724137931,0.5172413793103449,29
361,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 e5 dxe5,12,white,0.35294117647058826,0.058823529411764705,0.5882352941176471,17
362,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 d3 Be7,12,white,0.5384615384615384,0.07692307692307693,0.38461538461538464,13
363,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 Nf3 O-O e3 Nbd7,12,white,0.5,0.08333333333333333,0.4166666666666667,12
364,e4 e5 Nf3 d6 Bc4 Bg4 h3 Bh5 Nc3 Nf6,10,white,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
365,e4 Nc6 Nf3 e5 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6,14,white,0.5,0.0,0.5,30
366,e4 Nc6 Nf3 e5 Bc4 Nf6 Nc3 Nxe4 Nxe4 d5,10,white,0.5384615384615384,0.0,0.46153846153846156,13
368,e4 e5 f4 exf4 Nf3 Be7 Bc4 Bh4+ g3 fxg3,10,white,0.5454545454545454,0.0,0.45454545454545453,22
369,e4 e5 f4 exf4 Nf3 d6 Bc4 Be6 Bxe6 fxe6,10,white,0.5789473684210527,0.05263157894736842,0.3684210526315789,19
370,e4 d6 Nf3 Nf6 Nc3 g6 d4 Bg7 Bd3 O-O,10,white,0.5789473684210527,0.0,0.42105263157894735,19
371,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Nf6 Nf3 g6 O-O Bg7,12,white,0.4,0.13333333333333333,0.4666666666666667,15
372,d4 d5 c4 e6 Nc3 Nf6 e3 Be7 Nf3 O-O,10,white,0.5789473684210527,0.05263157894736842,0.3684210526315789,19
373,d4 c5 d5 e6 c4 Nf6 Nc3 exd5 cxd5 d6 e4 g6,12,white,0.5,0.0,0.5,12
374,e4 e5 Bc4 Nf6 Nc3 c6 d3 d5 exd5 cxd5,10,white,0.6363636363636364,0.0,0.36363636363636365,22
375,e4 b6 d4 Bb7 Nc3 e6 Nf3 Bb4 Bd2 Bxc3,10,white,0.4090909090909091,0.0,0.5909090909090909,22
376,e4 c6 Nf3 d5 e5 Bg4 d4 e6 h3 Bh5,10,white,0.3888888888888889,0.0,0.6111111111111112,18
378,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 a6 Nc3 e6,10,white,0.5625,0.0,0.4375,16
379,e4 e5 Nf3 f6 Nxe5 fxe5 Qh5+ Ke7 Qxe5+ Kf7 Bc4+ Kg6,12,white,0.8125,0.0,0.1875,16
380,e4 e5 Nf3 d6 d4 exd4 Nxd4 Be7 Nc3 c6,10,white,0.6923076923076923,0.0,0.3076923076923077,13
381,e4 e5 Nf3 d6 Bc4 h6 Nc3 Nf6 d4 exd4,10,white,0.25,0.0625,0.6875,16
382,d4 d5 c4 c6 e3 Nf6 Nc3 Bf5 Nf3 e6,10,white,0.6153846153846154,0.07692307692307693,0.3076923076923077,13
383,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Nbd7,10,white,0.5294117647058824,0.0,0.47058823529411764,17
386,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 h3 Be7,10,white,0.5454545454545454,0.0,0.45454545454545453,22
387,e4 c5 Nf3 Nc6 Bb5 e6 Bxc6 bxc6 O-O d5,10,white,0.6111111111111112,0.1111111111111111,0.2777777777777778,18
388,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 d3 Nd4 Qd1 Bc5,12,white,0.6153846153846154,0.0,0.38461538461538464,13
389,e4 e6 Nc3 d5 exd5 exd5 d4 Nf6 Nf3 Bd6,10,white,0.4166666666666667,0.08333333333333333,0.5,12
390,e4 c6 Nf3 d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Nxd7,10,white,0.5135135135135135,0.02702702702702703,0.4594594594594595,37
391,Nc3 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6,10,white,0.7142857142857143,0.0,0.2857142857142857,14
392,d4 d5 c4 dxc4 e4 Nc6 d5 Ne5 Bxc4 Nxc4,10,white,0.35714285714285715,0.2857142857142857,0.35714285714285715,14
394,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 d6 Bb5 Bd7,10,white,0.47368421052631576,0.0,0.5263157894736842,19
395,e4 e5 Nf3 Nc6 Bb5 Bc5 c3 Nf6 O-O O-O,10,white,0.6111111111111112,0.0,0.3888888888888889,18
397,d4 c5 d5 e6 c4 exd5 cxd5 d6 Nc3 Nf6 Nf3 Be7,12,white,0.5714285714285714,0.0,0.42857142857142855,14
400,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 Bf4 Bb4+ Nc3 Qe7,12,white,0.6666666666666666,0.0,0.3333333333333333,15
401,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Qg6 Bf3 c6,10,white,0.7,0.0,0.3,30
402,e4 e5 Nf3 d6 Bc4 Bg4 Nc3 Bxf3 Qxf3 Nf6,10,white,0.6,0.06666666666666667,0.3333333333333333,15
403,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 h3 Nf6,10,white,0.4375,0.0,0.5625,16
404,e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 d6 Bb5 Bd7,10,white,0.21428571428571427,0.0,0.7857142857142857,14
405,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3,18,white,0.5,0.0,0.5,12
406,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d3 Bd6 O-O Nf6,12,white,0.35714285714285715,0.07142857142857142,0.5714285714285714,14
407,e4 c5 Bc4 e6 Nc3 a6 a3 b5 Ba2 Bb7,10,white,0.6153846153846154,0.0,0.38461538461538464,13
408,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Bc4 Bg7,10,white,0.42105263157894735,0.0,0.5789473684210527,19
409,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Bc4 Nf6 Bg5 Be7,14,white,0.5333333333333333,0.13333333333333333,0.3333333333333333,15
411,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Nf6 Be2 Bg4,10,white,0.48148148148148145,0.0,0.5185185185185185,27
413,e4 e5 Nf3 Nc6 Bc4 Be7 d4 exd4 Nxd4 d6,10,white,0.38461538461538464,0.15384615384615385,0.46153846153846156,13
414,e4 Nc6 Nf3 e5 Nc3 Nf6 Bc4 Nxe4 Bxf7+ Kxf7,10,white,0.42857142857142855,0.0,0.5714285714285714,14
416,e4 e5 Nf3 d6 d4 Nd7 dxe5 dxe5 Bc4 h6,10,white,0.5714285714285714,0.0,0.42857142857142855,14
417,e4 e5 Nf3 Nc6 Bb5 Bc5 Bxc6 dxc6 Nxe5 Qd4 Nd3 Qxe4+ Qe2 Qxe2+,14,white,0.26666666666666666,0.0,0.7333333333333333,15
418,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 O-O O-O,10,white,0.5,0.03571428571428571,0.4642857142857143,28
419,Nf3 Nf6 d4 g6 c4 Bg7 Nc3 O-O e4 d6 Be2 e5 O-O Nc6 d5 Ne7,16,white,0.625,0.125,0.25,16
420,e4 c6 Bc4 d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Nxd7,10,white,0.44,0.04,0.52,50
421,e4 c6 d4 d5 Nd2 dxe4 Nxe4 Bf5 Ng3 Bg6,10,white,0.4782608695652174,0.08695652173913043,0.43478260869565216,23
422,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Nc3 Bb4,10,white,0.35714285714285715,0.03571428571428571,0.6071428571428571,28
423,d4 e6 Nf3 d5 g3 Nf6 Bg2 c5 e3 cxd4,10,white,0.75,0.05,0.2,20
424,e4 c5 Nf3 Nc6 Nc3 e6 d4 cxd4 Nxd4 Nf6,10,white,0.3333333333333333,0.041666666666666664,0.625,24
425,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb3 Nf6 Nc3 Bb4,12,white,0.47058823529411764,0.029411764705882353,0.5,34
426,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 c3 Nf6 d4 exd4,12,white,0.5833333333333334,0.0,0.4166666666666667,12
427,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 Bg5 Nbd7,10,white,0.5263157894736842,0.05263157894736842,0.42105263157894735,19
428,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bb4+ c3 Bc5,10,white,0.32142857142857145,0.10714285714285714,0.5714285714285714,28
429,d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 e6,10,white,0.68,0.0,0.32,25
430,e4 e5 f4 d6 Nf3 Nc6 Bc4 Bg4 O-O Nf6,10,white,0.5833333333333334,0.0,0.4166666666666667,12
431,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6 c4 a6,12,white,0.6,0.0,0.4,35
432,e4 d5 exd5 Nf6 Nc3 Nxd5 Nxd5 Qxd5 Nf3 Nc6,10,white,0.34615384615384615,0.11538461538461539,0.5384615384615384,26
433,d4 d5 Nf3 Nf6 g3 e6 Bg2 Be7 O-O O-O,10,white,0.375,0.0,0.625,16
434,d4 d5 c4 dxc4 e3 b5 a4 c6 axb5 cxb5,10,white,0.7375,0.025,0.2375,80
435,e4 e5 Nf3 Qf6 d4 exd4 Nxd4 Bc5 Be3 Nc6,10,white,0.4375,0.0,0.5625,16
436,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nf3 Nf6,10,white,0.4186046511627907,0.023255813953488372,0.5581395348837209,43
437,e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O,10,white,0.6296296296296297,0.0,0.37037037037037035,27
438,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Be7,12,white,0.4578313253012048,0.0,0.5421686746987951,83
439,d4 d5 Nc3 e6 a3 Nf6 Bf4 Bd6 Qd2 O-O,10,white,0.5384615384615384,0.07692307692307693,0.38461538461538464,13
440,d4 e6 c4 d5 Nc3 Nf6 Nf3 c5 Bg5 Be7,10,white,0.5,0.16666666666666666,0.3333333333333333,12
441,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 h3 Nf6,10,white,0.6666666666666666,0.06666666666666667,0.26666666666666666,15
443,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 c4 Nf6,10,white,0.375,0.041666666666666664,0.5833333333333334,24
444,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Qe2 Nxc4,12,white,0.3333333333333333,0.0,0.6666666666666666,12
445,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 d4 Nf6,10,white,0.6923076923076923,0.0,0.3076923076923077,13
446,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bb4 d3 Bxc3+ bxc3 d5,12,white,0.7692307692307693,0.07692307692307693,0.15384615384615385,13
447,e4 c6 d4 d5 e5 Bf5 Bd3 Bxd3 Qxd3 e6 Nf3 Ne7,12,white,0.375,0.125,0.5,16
448,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 Bd6,10,white,0.5263157894736842,0.05263157894736842,0.42105263157894735,19
